,osmid,geometry,power,element_type,amenity,name,created_by,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,cuisine,opening_hours,phone,survey:date,website,source:addr,outdoor_seating,addr:unit,air_conditioning,alt_name,bar,contact:facebook,delivery,diet:pescetarian,diet:vegetarian,drive_in,drive_through,email,old_name,short_name,takeaway,addr:housename,addr:suite,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,diet:gluten_free,diet:vegan,shop,brand,brand:wikidata,brand:wikipedia,official_name,wheelchair,building,entrance,fax,smoking,contact:email,contact:instagram,contact:phone,contact:website,pricerange,source,microbrewery,description,name:ja,operator,GPS,capacity,covered,int_name,brewery,reservation,level,wifi,internet_access,internet_access:fee,designation,addr:full,dispensing,oven,toilets:wheelchair,wikidata,wikipedia,contact:fax,fixme,contact:foursquare,contact:twitter,ref,wheelchair:description,construction,opening_hours:url,location,start_date,note,long_name,payment:bitcoin,disused:amenity,firearms,alcohol,buffet,opening_hours:note,office,name:en,opening_hours:rubbish,amenity_1,source:date,phone_1,cuisine_1,payment:cash,payment:cheque,payment:credit_cards,attribution,amenity_2,internet_access:ssid,cuisine_2,access,organic,food,restaurant,source:name,contact:yelp,payment:american_express,payment:discover_card,payment:mastercard,payment:visa,leisure,drink:beer,name:zh,was:contact:facebook,contact:google_plus,owner,facebook,link,payment:coins,payment:notes,payment:visa_debit,name:es,source:stars,stars,craft,theme,toilets,toilets:access,addr:place,height,vegan,vegetarian,opening_hours:signed,delivery:partner,takeaway:partner,atm,ice_cream,door,diet:halal,diet:dairy_free,contact:tripadvisor,diet:meat,payment:debit_cards,nodes,gnis:county_name,gnis:import_uuid,motorcycle_friendly,tourism,url,building:use,building:levels,building:material,FIXME,imagery_source,layer,diaper:female,diaper:male,name:ko,takeout,nonsquare,area,contact:linkedin,loc_name,roof:shape,source:geometry,old_name:1,old_name:2,old_name:3,historic,image,breakfast,breakfast:menu,lunch,lunch:menu,building:part,building:colour,old_name:1950-2013,roof:levels,cabin:rental,fee,motorcycle:theme,shop_1,landuse,noname,internet_access:type,parking,product,roof:colour,not:brand:wikidata,branch,note:reservation,FID,opening_hours:Upstairs_Steamer_Bar,alt_name:1,type,ways
577875677,577875677,"POLYGON ((-81.02757080000001 35.2542622, -81.0278091 35.2543332, -81.0278553 35.2542298, -81.02761700000001 35.2541588, -81.02757080000001 35.2542622))",,way,restaurant,Sake Express,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5538876783, 5538876784, 5538876785, 5538876786, 5538876783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577875680,577875680,"POLYGON ((-81.0285871 35.2526329, -81.0286607 35.2524454, -81.0287448 35.2524674, -81.02867120000001 35.2526549, -81.0285871 35.2526329))",,way,restaurant,Waffle House,,,,,,,,american,24/7,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,Waffle House,Q1701206,en:Waffle House,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5538876809, 5538876810, 5538876811, 5538876812, 5538876809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577920280,577920280,"POLYGON ((-81.0264323 35.2532732, -81.0268463 35.2533987, -81.0267645 35.2535786, -81.02654649999999 35.2535125, -81.0265627 35.2534769, -81.0263667 35.2534175, -81.0264323 35.2532732))",,way,restaurant,The Captain's Cap,,,,,,,,seafood,,,,,,no,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5539158486, 5539158487, 5539158488, 5539158489, 5539158490, 5539158491, 5539158486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582958096,582958096,"POLYGON ((-80.8859686 35.785899, -80.88581309999999 35.7859502, -80.8858568 35.7860345, -80.8860116 35.7859817, -80.8859686 35.785899))",,way,restaurant,Chick N Fries,,Statesville,US,110,28677,NC,North Tradd Street,chicken;american,Mo-Th 10:30-21:00; Fr-Sa 10:30-21:30; Su 11:00-21:00,+1-980-223-2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,Iredell County GIS Mapping Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4059097199, 5573970512, 5573970513, 5573970514, 4059097199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589931538,589931538,"POLYGON ((-77.090594 35.1009588, -77.090709 35.1009151, -77.0908141 35.1011001, -77.0906995 35.1011437, -77.0906447 35.1010473, -77.09062539999999 35.1010546, -77.0906064 35.1010211, -77.0906253 35.1010139, -77.090594 35.1009588))",,way,restaurant,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5633246692, 5633246693, 5633246694, 5633246695, 5633246696, 5633246697, 5633246698, 5633246699, 5633246692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589933175,589933175,"POLYGON ((-77.0801247 35.1063634, -77.079916 35.1064391, -77.07983539999999 35.1062903, -77.08004409999999 35.1062146, -77.0801247 35.1063634))",,way,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5633276335, 5633276336, 5633276337, 5633276338, 5633276335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591188878,591188878,"POLYGON ((-78.9609725 35.9175928, -78.960954 35.9174307, -78.9609681 35.9174295, -78.9609588 35.9173343, -78.9609248 35.9173077, -78.9607311 35.9173225, -78.96074179999999 35.9174314, -78.96073 35.9174322, -78.9607523 35.9176105, -78.9609725 35.9175928))",,way,restaurant,Denny's,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denny's,Q1189695,en:Denny's,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5643678958, 5643678959, 5643678960, 5643678961, 5643678962, 5643678963, 5643678964, 5643678965, 5643678966, 5643678958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596644668,596644668,"POLYGON ((-82.5399269 35.5612277, -82.5398746 35.5612659, -82.5398598 35.5612507, -82.539766 35.561315, -82.5396104 35.5611721, -82.53964120000001 35.5611525, -82.5395836 35.5610957, -82.53980079999999 35.5609583, -82.5399752 35.5611481, -82.53989869999999 35.5611972, -82.5399269 35.5612277))",,way,restaurant,Texas Roadhouse,,Asheville,,230,28803,NC,Hendersonville Road,steak,Mo-Th 16:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,+18282744311,,,,no,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5683137534, 5683137535, 5683137536, 5683137537, 5683137538, 5683137539, 5683137540, 5683137541, 5683137542, 5683137543, 5683137534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596963660,596963660,"POLYGON ((-82.5384633 35.5659241, -82.53838469999999 35.5658765, -82.5382692 35.5660068, -82.53835239999999 35.5660519, -82.5384032 35.5659918, -82.5384356 35.5660068, -82.5384822 35.5659513, -82.53845459999999 35.5659342, -82.5384633 35.5659241))",,way,restaurant,Moe's Original Bar B Que,,Asheville,,4,28803,NC,Sweeten Creek Road,barbecue;barbeque,Mo-Sa 11:00-21:00; Su 12:00-20:00,,,https://www.moesoriginalbbq.com/lo/asheville/,,yes,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[5685273086, 5685273087, 5685273088, 5685273089, 5685273090, 5685273091, 5685273092, 5685273093, 5685273086]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596985071,596985071,"POLYGON ((-82.5426348 35.5677322, -82.54228809999999 35.5676946, -82.54230370000001 35.5675992, -82.5424498 35.5676151, -82.5424562 35.5675762, -82.5425087 35.5675819, -82.5425018 35.5676238, -82.5426499 35.5676399, -82.5426348 35.5677322))",,way,restaurant,Village Wayside Bar & Grille,,Asheville,,30,28803,NC,Lodge Street,,,+18282774121,,https://villagewayside.com/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5685415708, 5685415709, 5685415710, 5685415711, 5685415712, 5685415713, 5685415714, 5685415715, 5685415708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597397051,597397051,"POLYGON ((-82.5357181 35.5499211, -82.5355332 35.5500138, -82.535296 35.5496829, -82.5353576 35.5496529, -82.5353915 35.5496992, -82.5355086 35.5496441, -82.5357181 35.5499211))",,way,restaurant,Juicy Lucy's Burger Bar and Grill,,Asheville,,620,28803,NC,Hendersonville Road,burger,,+18282770355,,https://www.juicylucysburgerbarandgrill.com/,,yes,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5688119736, 5688119737, 5688119738, 5688119739, 5688119740, 5688119741, 5688119736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599955180,599955180,"POLYGON ((-80.3028995 36.0718783, -80.3026737 36.071813, -80.3027879 36.0715552, -80.30301369999999 36.0716205, -80.3028995 36.0718783))",,way,restaurant,BJ's,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJ's,Q4835755,en:BJ's Restaurants,BJ's Restaurant & Brewhouse,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5706452169, 5706452170, 5706452171, 5706452172, 5706452169]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599955181,599955181,"POLYGON ((-80.303242 36.0706685, -80.3029932 36.0706643, -80.3029973 36.0705019, -80.3032462 36.070506, -80.303242 36.0706685))",,way,restaurant,Red Robin,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Robin,Q7304886,en:Red Robin,Red Robin Gourmet Burgers and Brews,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5706452173, 5706452174, 5706452175, 5706452176, 5706452173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602291771,602291771,"POLYGON ((-80.77181349999999 35.3169595, -80.7719049 35.3167419, -80.7716599 35.3166734, -80.7715692 35.3168837, -80.7716314 35.3169027, -80.7716322 35.3169173, -80.77163969999999 35.3169363, -80.77165770000001 35.3169534, -80.7716779 35.3169614, -80.7717004 35.3169638, -80.7717251 35.3169595, -80.77174460000001 35.3169473, -80.7717528 35.3169418, -80.77181349999999 35.3169595))",,way,restaurant,Red Robin,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5721511951, 5721511952, 5721511953, 5721511954, 5721511955, 5721511956, 5721511957, 5721511958, 5721511959, 5721511960, 5721511961, 5721511962, 5721511963, 5721511951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602634399,602634399,"POLYGON ((-77.0806955 35.1047422, -77.0806441 35.1046564, -77.0807607 35.1046096, -77.08089819999999 35.1048389, -77.0807815 35.1048857, -77.0807095 35.1047656, -77.08069570000001 35.1047711, -77.0806817 35.1047477, -77.0806955 35.1047422))",,way,restaurant,Smithfield's Chicken and BBQ,,,,,,,,barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5723362312, 5723362317, 5723362316, 5723362315, 5723362318, 5723362311, 5723362314, 5723362313, 5723362312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602749348,602749348,"POLYGON ((-79.6513016 35.7387054, -79.6512565 35.7385713, -79.6513637 35.7385476, -79.6514088 35.7386817, -79.6513016 35.7387054))",,way,restaurant,Biscuit Company,,Ramseur,,151,27316,NC,Jordan Road,,,(336) 824-1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5724250810, 5724250811, 5724250812, 5724250813, 5724250810]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603122759,603122759,"POLYGON ((-78.9383959 35.9114244, -78.9384218 35.911457, -78.9383663 35.911486, -78.93840969999999 35.9115406, -78.9383833 35.9115544, -78.93841949999999 35.9115999, -78.93872880000001 35.9114384, -78.9386588 35.9113504, -78.9385707 35.9113963, -78.9385352 35.9113517, -78.9383959 35.9114244))",,way,restaurant,Ruby Tuesday,,Durham,,210,27713,NC,NC Highway 54,american,,,,,Durham Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby Tuesday,Q7376400,en:Ruby Tuesday (restaurant),,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726539792, 5726539791, 5726539790, 5726539789, 5726539788, 5726539787, 5726539786, 5726539785, 5726539784, 5726539783, 5726539792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603162864,603162864,"POLYGON ((-79.4886753 36.0755301, -79.4885043 36.0756508, -79.4883318 36.075489, -79.4883133 36.0755002, -79.48827780000001 36.0754691, -79.4882932 36.0754554, -79.4882116 36.0753807, -79.4882547 36.0753433, -79.48819930000001 36.0752873, -79.48828709999999 36.0752312, -79.48829790000001 36.0752437, -79.4883425 36.07522, -79.4886753 36.0755301))",,way,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5726893716, 5726893717, 5726893718, 5726893719, 5726893720, 5726894221, 5726894222, 5726894223, 5726894224, 5726894225, 5726894226, 5726894227, 5726893716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603877171,603877171,"POLYGON ((-82.7030704 35.2733022, -82.7031314 35.273196, -82.7030745 35.2731727, -82.70300330000001 35.2732823, -82.7030704 35.2733022))",,way,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5731219214, 5731219215, 5731219216, 5731219217, 5731219214]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604492583,604492583,"POLYGON ((-82.5450062 35.5690511, -82.54480839999999 35.5690985, -82.5447568 35.5689563, -82.54495470000001 35.5689088, -82.5450062 35.5690511))",,way,restaurant,Asaka,,Asheville,,801,28803,NC,Biltmore Avenue,japanese,Mo-Su 11:00-22:00,+18282509301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5735746162, 5735746163, 5735746164, 5735746165, 5735746162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605933947,605933947,"POLYGON ((-78.8232297 35.7448725, -78.82346389999999 35.7449136, -78.82352400000001 35.7446882, -78.8232898 35.744647, -78.8232297 35.7448725))",,way,restaurant,Ciudad Mexico Restaurant,,Apex,,908,27502,NC,U. S. 64,mexican,"Su-Th 11:00-22:00, Fr-Sa 11:00-23:00",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5745920477, 5745920478, 5745920479, 5745920480, 5745920477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608005547,608005547,"POLYGON ((-82.57432350000001 35.6375675, -82.5742843 35.6375443, -82.5742707 35.6375595, -82.5742032 35.6375195, -82.5742834 35.63743, -82.5743901 35.6374932, -82.57432350000001 35.6375675))",,way,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5761022371, 5761022372, 5761022373, 5761022374, 5761022375, 5761022376, 5761022371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608009719,608009719,"POLYGON ((-82.5790032 35.6403291, -82.5791885 35.6402885, -82.5792041 35.6403356, -82.57913360000001 35.640351, -82.5791526 35.6404082, -82.5791378 35.6404115, -82.5791593 35.6404763, -82.5790592 35.6404982, -82.5790032 35.6403291))",,way,restaurant,Moe's Original Barbeque,,,,,,,,barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5761064538, 5761064539, 5761064540, 5761064541, 5761064542, 5761064552, 5761064553, 5761064543, 5761064538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608701136,608701136,"POLYGON ((-81.5579927 35.9049272, -81.5579365 35.9048551, -81.5577648 35.9049427, -81.5578209 35.9050149, -81.5579927 35.9049272))",,way,restaurant,Katz Sandwich Co.,,Lenoir,,1859,28645,NC,Harper Avenue Northwest,sandwich;microbrew,,(828) 726-3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5766383292, 5766383293, 5766383294, 5766383295, 5766383292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609371850,609371850,"POLYGON ((-79.6589082 36.0557086, -79.6588223 36.0556084, -79.6589311 36.0555475, -79.65901700000001 36.0556477, -79.6589082 36.0557086))",,way,restaurant,Pascali's Pizza Corner,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5772086412, 5772086413, 5772086414, 5772086415, 5772086412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609630347,609630347,"POLYGON ((-76.7478725 35.8569661, -76.7476577 35.8570591, -76.74751000000001 35.8568351, -76.74753629999999 35.8568237, -76.7475216 35.8568015, -76.7476673 35.8567384, -76.7476788 35.8567559, -76.7477217 35.8567373, -76.7478725 35.8569661))",,way,restaurant,Golden Skillet,,Plymouth,US,167,27962,NC,U.S. Highway 64 West,chicken;regional,Su-Th 10:00-21:00; Fr-Sa 10:00-22:00,+1 252 793 9083,,,,no,,,,,,no,,no,,,,,,yes,,,,,,,,,,,,,,Gerri's Golden Skillet,yes,commercial,,,no,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[746015307, 5774233863, 5774233864, 5774233861, 5774233859, 5774233860, 5774233862, 5774233865, 746015307]",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610052501,610052501,"POLYGON ((-80.8355962 36.2758081, -80.8355727 36.2757562, -80.8358597 36.2756717, -80.83589189999999 36.275716, -80.8355962 36.2758081))",,way,restaurant,Azabache Mexican Grill,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5777936304, 5777936306, 5777936307, 5777936305, 5777936304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610052503,610052503,"POLYGON ((-80.8357903 36.2756297, -80.83571480000001 36.2754962, -80.8354961 36.2755766, -80.8354731 36.2755852, -80.83554220000001 36.2757091, -80.8357903 36.2756297))",,way,restaurant,Amalfi's Pizza,,,,,,,,italian;pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5777936309, 5777936310, 5777936313, 5777936311, 5777936312, 5777936309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610057809,610057809,"POLYGON ((-84.0353562 35.0878407, -84.03514490000001 35.0875825, -84.03527649999999 35.0875104, -84.03545800000001 35.0877314, -84.0354883 35.0877688, -84.0353562 35.0878407))",,way,restaurant,Downtown Pizza Co.,,,,,,,,pizza;salad,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5777996368, 5777996369, 5777996370, 5854190329, 5777996371, 5777996368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610071622,610071622,"POLYGON ((-84.03563560000001 35.0875696, -84.0354555 35.0873363, -84.0353806 35.0873751, -84.0355607 35.0876084, -84.03563560000001 35.0875696))",,way,restaurant,Chevelle's,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5778159562, 5778159563, 5778159564, 5778159565, 5778159562]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610071635,610071635,"POLYGON ((-84.033581 35.08775, -84.0335819 35.0877414, -84.0338313 35.0876127, -84.03377500000001 35.0875377, -84.0335202 35.0876803, -84.033581 35.08775))",,way,restaurant,ShoeBooties Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5778159618, 5854124958, 5778159619, 5778159620, 5778159621, 5778159618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611222785,611222785,"POLYGON ((-80.85780509999999 35.2192651, -80.8578991 35.2191725, -80.8576601 35.2190018, -80.8576233 35.2190397, -80.8576383 35.2190587, -80.8575678 35.2191056, -80.85780509999999 35.2192651))",,way,restaurant,Let's Meat KBBQ,,Charlotte,,1400,28203,NC,South Church Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3214461234, 5787350338, 5787350339, 5787350340, 5787350341, 3214461235, 3214461234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
