,index,FID,Exit_ID,Longitude,Latitude,County,State,Highway,Type,AADT,Pop_dens,Comm_1mi,Ports_5mi,Ports_10mi,Ports_20mi,Close_nonT,SHAPE,Flood_Zone
940,940,7999,US-17_Brunswick_NC_Exit_7,-78.41782579,33.96130556,Brunswick,NC,U.S. Highway 17,Exit/Intersection,24000,61.06311179,5,0,2,2,9.888613453,"{'x': -78.417825790228, 'y': 33.961305559703874, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
941,941,8000,US-17_Brunswick_NC_Exit_8,-78.40478805,33.97624654,Brunswick,NC,U.S. Highway 17,Exit/Intersection,24000,343.2046434,11,0,0,2,11.06148405,"{'x': -78.40478804962873, 'y': 33.97624654004585, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
942,942,8001,US-17_Brunswick_NC_Exit_9,-78.36306175,33.98640658,Brunswick,NC,U.S. Highway 17,Exit/Intersection,28000,34.39636693,19,0,0,2,13.47751331,"{'x': -78.36306174960004, 'y': 33.98640657960004, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
943,943,8002,US-17_Brunswick_NC_Exit_10,-78.39202476,33.98599365,Brunswick,NC,U.S. Highway 17,Exit/Intersection,25000,34.39636693,16,0,0,2,12.04146878,"{'x': -78.39202475963492, 'y': 33.98599364958733, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
944,944,8003,US-17_Brunswick_NC_Exit_11,-78.30175001,34.00699179,Brunswick,NC,U.S. Highway 17,Exit/Intersection,28000,207.6580065,1,0,0,4,17.24739042,"{'x': -78.30175000955524, 'y': 34.006991789639414, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
945,945,8004,US-17_Brunswick_NC_Exit_12,-78.27316999,34.01718351,Brunswick,NC,U.S. Highway 17,Exit/Intersection,30000,256.7689151,8,0,0,4,18.05678412,"{'x': -78.27316999020286, 'y': 34.01718350961136, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
946,946,8005,US-17_Brunswick_NC_Exit_13,-78.25303415,34.03619492,Brunswick,NC,U.S. Highway 17,Exit/Intersection,25000,108.1422804,1,0,0,2,16.31462173,"{'x': -78.25303414980613, 'y': 34.03619491955993, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
947,947,8006,US-17_Brunswick_NC_Exit_14,-78.19879548,34.06281026,Brunswick,NC,U.S. Highway 17,Exit/Intersection,21000,108.1422804,0,0,0,2,12.830386,"{'x': -78.19879547962762, 'y': 34.062810260185415, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
948,948,8007,US-17_Brunswick_NC_Exit_15,-78.17176538,34.07042169,Brunswick,NC,U.S. Highway 17,Exit/Intersection,21000,30.16627428,0,0,0,2,11.42801123,"{'x': -78.17176537976843, 'y': 34.07042169030882, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
949,949,8008,US-17_Brunswick_NC_Exit_16,-78.13940021,34.08011569,Brunswick,NC,U.S. Highway 17,Exit/Intersection,26000,118.3251741,2,0,2,2,9.81035829,"{'x': -78.13940021015156, 'y': 34.08011569038683, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
950,950,8009,US-17_Brunswick_NC_Exit_17,-78.10874979,34.11709304,Brunswick,NC,U.S. Highway 17,Exit/Intersection,23000,30.16627428,0,0,2,2,6.718659418,"{'x': -78.1087497895711, 'y': 34.1170930403116, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
951,951,8010,US-17_Brunswick_NC_Exit_18,-78.09664565,34.13282958,Brunswick,NC,U.S. Highway 17,Exit/Intersection,23000,110.4353981,2,0,2,2,5.431703625,"{'x': -78.09664564957706, 'y': 34.132829579821305, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
952,952,8011,US-17_Brunswick_NC_Exit_19,-78.09367641,34.1488247,Brunswick,NC,U.S. Highway 17,Exit/Intersection,30000,110.4353981,1,2,2,2,4.415921947,"{'x': -78.09367641013819, 'y': 34.148824699600254, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
953,953,8012,US-17_Brunswick_NC_Exit_20,-78.08469819,34.17922246,Brunswick,NC,U.S. Highway 17,Exit/Intersection,34000,110.4353981,0,2,2,2,2.55298762,"{'x': -78.08469819036912, 'y': 34.17922246014848, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
954,954,8013,US-17_Brunswick_NC_Exit_21,-78.05796835,34.19892467,Brunswick,NC,U.S. Highway 17,Exit/Intersection,31000,110.4353981,2,2,2,2,0.56467684,"{'x': -78.05796834985944, 'y': 34.19892466993764, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
955,955,8014,US-17_Brunswick_NC_Exit_22,-78.05209961,34.20094642,Brunswick,NC,U.S. Highway 17,Exit/Intersection,42000,95.02201459,2,2,2,2,0.217291669,"{'x': -78.05209960980909, 'y': 34.20094641964158, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
956,956,8015,US-17_Brunswick_NC_Exit_23,-78.03239085,34.20825398,Brunswick,NC,U.S. Highway 17,Exit/Intersection,42000,95.02201459,15,2,2,2,1.052976308,"{'x': -78.03239085025751, 'y': 34.208253979637504, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
957,957,8016,US-17_Brunswick_NC_Exit_24,-78.01245659,34.22558251,Brunswick,NC,U.S. Highway 17,Exit/Intersection,50000,453.3328894,17,2,2,2,2.67886497,"{'x': -78.01245659019946, 'y': 34.22558250982502, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
958,958,8017,US-17_Brunswick_NC_Exit_25,-77.99404155,34.23217468,Brunswick,NC,U.S. Highway 17,Exit/Intersection,72000,1060.171104,11,2,2,2,3.793200846,"{'x': -77.99404155037723, 'y': 34.23217467981766, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
959,959,8018,US-17_Pender_NC_Exit_1,-77.76558225,34.32167644,Pender,NC,U.S. Highway 17,Exit/Intersection,36000,61.05326506,1,0,0,2,18.20546989,"{'x': -77.7655822501207, 'y': 34.32167644011565, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
960,960,8019,US-17_Pender_NC_Exit_2,-77.74763224,34.33380723,Pender,NC,U.S. Highway 17,Exit/Intersection,36000,580.278673,0,0,0,2,19.5025124,"{'x': -77.74763223983598, 'y': 34.33380722971992, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
961,961,8020,US-17_Pender_NC_Exit_3,-77.73187748,34.34880544,Pender,NC,U.S. Highway 17,Exit/Intersection,42000,580.278673,0,0,0,0,20.78887611,"{'x': -77.7318774800616, 'y': 34.34880544021894, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
962,962,8021,US-17_Pender_NC_Exit_4,-77.72091586,34.35801393,Pender,NC,U.S. Highway 17,Exit/Intersection,37000,580.278673,4,0,0,0,21.64751445,"{'x': -77.72091586037862, 'y': 34.358013929599224, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
963,963,8022,US-17_Pender_NC_Exit_5,-77.71058685,34.36756509,Pender,NC,U.S. Highway 17,Exit/Intersection,43000,61.05326506,8,0,0,0,22.48957927,"{'x': -77.71058684990317, 'y': 34.36756509035666, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
964,964,8023,US-17_Pender_NC_Exit_6,-77.69435913,34.38190619,Pender,NC,U.S. Highway 17,Exit/Intersection,40000,61.05326506,7,0,0,0,23.79453246,"{'x': -77.69435913036955, 'y': 34.38190618961903, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
965,965,8024,US-17_Pender_NC_Exit_7,-77.68286017,34.39039223,Pender,NC,U.S. Highway 17,Exit/Intersection,40000,61.05326506,5,0,0,0,24.66110738,"{'x': -77.6828601702606, 'y': 34.39039223021729, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
966,966,8025,US-17_Pender_NC_Exit_8,-77.66125077,34.40606537,Pender,NC,U.S. Highway 17,Exit/Intersection,34000,61.05326506,3,0,0,0,26.28162888,"{'x': -77.66125077000697, 'y': 34.40606537022069, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
967,967,8026,US-17_Pender_NC_Exit_9,-77.64742294,34.4189609,Pender,NC,U.S. Highway 17,Exit/Intersection,34000,731.2827913,2,0,0,0,27.42730603,"{'x': -77.64742293991668, 'y': 34.41896090012551, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
968,968,8027,US-17_Pender_NC_Exit_10,-77.63134663,34.4346839,Pender,NC,U.S. Highway 17,Exit/Intersection,35000,421.1267176,0,0,0,0,28.59697137,"{'x': -77.63134663024277, 'y': 34.43468390034178, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
969,969,8028,US-17_Pender_NC_Exit_11,-77.61624255,34.45027529,Pender,NC,U.S. Highway 17,Exit/Intersection,40000,421.1267176,12,0,0,0,28.33762938,"{'x': -77.61624254975385, 'y': 34.450275290172556, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
970,970,8029,US-17_Pender_NC_Exit_12,-77.60698779,34.45464631,Pender,NC,U.S. Highway 17,Exit/Intersection,19000,421.1267176,12,0,0,0,28.47105446,"{'x': -77.60698779025427, 'y': 34.45464631007923, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
971,971,8030,US-17_Pender_NC_Exit_13,-77.57874358,34.4733799,Pender,NC,U.S. Highway 17,Exit/Intersection,19000,421.1267176,1,0,0,0,28.69852723,"{'x': -77.57874357955251, 'y': 34.47337989966269, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
972,972,8031,US-17_Onslow_NC_Exit_1,-77.55448041,34.49557387,Onslow,NC,U.S. Highway 17,Exit/Intersection,22000,69.54065583,3,0,0,0,28.74394107,"{'x': -77.55448041034265, 'y': 34.49557387003813, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
973,973,8032,US-17_Onslow_NC_Exit_2,-77.50356014,34.5394088,Onslow,NC,U.S. Highway 17,Exit/Intersection,15000,69.54065583,0,0,0,0,29.40866612,"{'x': -77.50356013958873, 'y': 34.53940879967644, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
974,974,8033,US-17_Onslow_NC_Exit_3,-77.49560248,34.55579881,Onslow,NC,U.S. Highway 17,Exit/Intersection,15000,69.54065583,0,0,0,0,29.24666875,"{'x': -77.49560248037011, 'y': 34.55579880996714, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
975,975,8034,US-17_Onslow_NC_Exit_4,-77.47986595,34.58884652,Onslow,NC,U.S. Highway 17,Exit/Intersection,15000,69.54065583,1,0,0,0,29.05605572,"{'x': -77.47986594985366, 'y': 34.588846520050936, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
976,976,8035,US-17_Onslow_NC_Exit_5,-77.48418896,34.61436855,Onslow,NC,U.S. Highway 17,Exit/Intersection,25000,69.54065583,0,0,0,0,28.16762776,"{'x': -77.48418896035218, 'y': 34.61436855036834, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
977,977,8036,US-17_Onslow_NC_Exit_6,-77.48004302,34.63594382,Onslow,NC,U.S. Highway 17,Exit/Intersection,23000,136.0290954,0,0,0,0,27.90758223,"{'x': -77.48004302006927, 'y': 34.6359438195517, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
978,978,8037,US-17_Onslow_NC_Exit_7,-77.4686868,34.67098854,Onslow,NC,U.S. Highway 17,Exit/Intersection,23000,15.92347576,1,0,0,0,27.91209582,"{'x': -77.4686868003555, 'y': 34.670988539889265, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
979,979,8038,US-17_Onslow_NC_Exit_8,-77.47856715,34.69230616,Onslow,NC,U.S. Highway 17,Exit/Intersection,32000,136.0290954,1,0,0,0,27.08086121,"{'x': -77.47856714985403, 'y': 34.69230615960163, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
980,980,8039,US-17_Onslow_NC_Exit_9,-77.47247496,34.7308739,Onslow,NC,U.S. Highway 17,Exit/Intersection,36000,696.6864824,15,0,0,0,27.11516247,"{'x': -77.47247495975154, 'y': 34.730873900310314, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
981,981,8040,US-17_Onslow_NC_Exit_10,-77.4458718,34.73395986,Onslow,NC,U.S. Highway 17,Exit/Intersection,45000,722.1712617,2,0,0,0,28.61299503,"{'x': -77.44587180044317, 'y': 34.73395986005954, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
982,982,8041,US-17_Onslow_NC_Exit_11,-77.40806762,34.74696412,Onslow,NC,U.S. Highway 17,Exit/Intersection,33000,1492.986906,13,0,0,0,30.72650022,"{'x': -77.40806762012454, 'y': 34.74696411979835, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
983,983,8042,US-17_Onslow_NC_Exit_12,-77.39494557,34.76157184,Onslow,NC,U.S. Highway 17,Exit/Intersection,15000,1032.580283,50,0,0,0,31.4652871,"{'x': -77.39494556988211, 'y': 34.76157184016836, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
984,984,8043,US-17_Onslow_NC_Exit_13,-77.39275079,34.77714174,Onslow,NC,U.S. Highway 17,Exit/Intersection,28000,1032.580283,64,0,0,0,31.61735047,"{'x': -77.39275078971713, 'y': 34.777141739799504, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
985,985,8044,US-17_Onslow_NC_Exit_14,-77.37888066,34.78710153,Onslow,NC,U.S. Highway 17,Exit/Intersection,32000,974.3995389,12,0,0,0,32.44106373,"{'x': -77.37888066001443, 'y': 34.787101530011626, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
986,986,8045,US-17_Onslow_NC_Exit_15,-77.35639974,34.804543,Onslow,NC,U.S. Highway 17,Exit/Intersection,14000,1312.887672,0,0,0,0,33.81026006,"{'x': -77.35639974025577, 'y': 34.80454299975969, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
987,987,8046,US-17_Onslow_NC_Exit_16,-77.3014628,34.83566587,Onslow,NC,U.S. Highway 17,Exit/Intersection,11000,36.1628569,0,0,0,0,37.16820366,"{'x': -77.30146279956853, 'y': 34.83566587018379, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
988,988,8047,US-17_Onslow_NC_Exit_17,-77.28222045,34.84859241,Onslow,NC,U.S. Highway 17,Exit/Intersection,9600,36.1628569,0,0,0,0,38.38526745,"{'x': -77.28222045001371, 'y': 34.84859240961208, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
989,989,8048,US-17_Onslow_NC_Exit_18,-77.23789017,34.88069181,Onslow,NC,U.S. Highway 17,Exit/Intersection,9600,36.1628569,0,0,0,0,41.26730974,"{'x': -77.23789017019516, 'y': 34.88069180977925, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
990,990,8049,US-17_Jones_NC_Exit_1,-77.23162343,34.90122205,Jones,NC,U.S. Highway 17,Exit/Intersection,14000,24.80712509,3,0,0,0,41.92505114,"{'x': -77.23162342977741, 'y': 34.90122204965792, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
991,991,8050,US-17_Jones_NC_Exit_2,-77.23148778,34.90418101,Jones,NC,U.S. Highway 17,Exit/Intersection,15000,24.80712509,3,0,0,0,41.98083895,"{'x': -77.23148777963729, 'y': 34.904181009845786, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
992,992,8051,US-17_Jones_NC_Exit_3,-77.22495756,34.9979048,Jones,NC,U.S. Highway 17,Exit/Intersection,12000,24.80712509,1,0,0,0,44.31886052,"{'x': -77.22495756034311, 'y': 34.99790480026638, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
993,993,8052,US-17_Jones_NC_Exit_4,-77.21568764,35.01990371,Jones,NC,U.S. Highway 17,Exit/Intersection,11000,24.80712509,0,0,0,0,45.38740313,"{'x': -77.21568764007247, 'y': 35.01990371038795, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
994,994,8053,US-17_Jones_NC_Exit_5,-77.19163742,35.06505975,Jones,NC,U.S. Highway 17,Exit/Intersection,12000,24.80712509,0,0,0,0,47.92978086,"{'x': -77.1916374204306, 'y': 35.065059750407215, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
995,995,8054,US-17_Craven_NC_Exit_1,-77.17903296,35.07700216,Craven,NC,U.S. Highway 17,Exit/Intersection,4200,235.1566671,0,0,0,0,48.93552813,"{'x': -77.1790329597033, 'y': 35.07700215992179, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
996,996,8055,US-70_Craven_NC_Exit_1,-77.15151562,35.13208527,Craven,NC,U.S. Highway 70,Exit/Intersection,17000,235.1566671,0,0,0,0,52.10014294,"{'x': -77.15151561975, 'y': 35.13208527011915, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
997,997,8056,I-74_Robeson_NC_Exit_3,-79.31054917,34.71586205,Robeson,NC,Interstate 74,Exit/Intersection,12000,256.3124775,0,0,0,4,17.65319348,"{'x': -79.31054916960846, 'y': 34.71586204979383, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
998,998,8057,I-74_Robeson_NC_Exit_4,-79.27522888,34.68188113,Robeson,NC,Interstate 74,Exit/Intersection,12000,143.3026719,0,0,0,4,15.3383478,"{'x': -79.27522887990887, 'y': 34.68188113030999, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
999,999,8058,I-74_Robeson_NC_Exit_5,-79.24451863,34.65013964,Robeson,NC,Interstate 74,Exit/Intersection,12000,143.3026719,0,0,0,4,13.58710415,"{'x': -79.24451863013064, 'y': 34.6501396396327, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1000,1000,8059,I-74_Robeson_NC_Exit_6,-79.20004005,34.60436935,Robeson,NC,Interstate 74,Exit/Intersection,12000,76.09686983,0,0,0,4,11.78515892,"{'x': -79.20004005030802, 'y': 34.6043693500655, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1001,1001,8060,US-70_Johnston_NC_Exit_1,-78.51045651,35.62365621,Johnston,NC,U.S. Highway 70,Exit/Intersection,30000,661.939478,0,0,0,14,12.51418512,"{'x': -78.51045650956024, 'y': 35.62365620956649, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1002,1002,8061,US-70_Johnston_NC_Exit_2,-78.46316503,35.61166402,Johnston,NC,U.S. Highway 70,Exit/Intersection,26000,447.3663922,0,0,0,7,14.14111274,"{'x': -78.4631650302419, 'y': 35.611664019878674, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1003,1003,8062,US-70_Johnston_NC_Exit_3,-78.41104658,35.59745829,Johnston,NC,U.S. Highway 70,Exit/Intersection,27000,421.8650055,0,0,0,3,16.35982715,"{'x': -78.41104658013552, 'y': 35.59745829016799, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1004,1004,8063,US-70_Johnston_NC_Exit_4,-78.30984494,35.54441684,Johnston,NC,U.S. Highway 70,Exit/Intersection,32000,404.6408249,1,0,0,0,22.63932493,"{'x': -78.30984494039166, 'y': 35.544416839765404, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1005,1005,8064,US-70_Johnston_NC_Exit_5,-78.17813396,35.47356252,Johnston,NC,U.S. Highway 70,Exit/Intersection,27000,111.4488409,3,0,0,0,22.57329021,"{'x': -78.17813396031397, 'y': 35.47356252029414, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1006,1006,8065,US-70_Johnston_NC_Exit_6,-78.14622545,35.46076641,Johnston,NC,U.S. Highway 70,Exit/Intersection,27000,111.4488409,8,0,0,0,22.51454952,"{'x': -78.14622545024429, 'y': 35.46076641044152, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1007,1007,8066,US-70_Wayne_NC_Exit_1,-78.00817318,35.39893137,Wayne,NC,U.S. Highway 70,Exit/Intersection,22000,598.2793843,8,0,0,0,24.68677652,"{'x': -78.0081731804479, 'y': 35.39893137018663, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1008,1008,8067,US-70_Johnston_NC_Exit_7,-78.16176163,35.47356684,Johnston,NC,U.S. Highway 70,Exit/Intersection,25000,111.4488409,9,0,0,0,22.12107409,"{'x': -78.16176162979536, 'y': 35.47356683973794, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1009,1009,8068,US-70_Johnston_NC_Exit_8,-78.15593137,35.47127018,Johnston,NC,U.S. Highway 70,Exit/Intersection,27000,111.4488409,8,0,0,0,22.10775906,"{'x': -78.15593136993675, 'y': 35.47127017987498, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1010,1010,8069,US-70_Wayne_NC_Exit_2,-78.1344268,35.45444994,Wayne,NC,U.S. Highway 70,Exit/Intersection,25000,200.9132537,2,0,0,0,22.63811475,"{'x': -78.13442680005676, 'y': 35.45444994021261, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1011,1011,8070,US-70_Wayne_NC_Exit_3,-78.11315732,35.44717776,Wayne,NC,U.S. Highway 70,Exit/Intersection,25000,200.9132537,0,0,0,0,22.66192379,"{'x': -78.11315732015419, 'y': 35.447177760445356, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1012,1012,8071,US-70_Wayne_NC_Exit_4,-78.10303119,35.44330408,Wayne,NC,U.S. Highway 70,Exit/Intersection,25000,200.9132537,0,0,0,0,22.72624366,"{'x': -78.10303119043704, 'y': 35.443304080019345, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1013,1013,8072,US-70_Wayne_NC_Exit_5,-78.08567533,35.43951757,Wayne,NC,U.S. Highway 70,Exit/Intersection,12000,200.9132537,0,0,0,0,22.6871173,"{'x': -78.08567532985256, 'y': 35.4395175699799, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1014,1014,8073,US-70_Wayne_NC_Exit_6,-78.06378637,35.42780604,Wayne,NC,U.S. Highway 70,Exit/Intersection,17000,336.9232044,5,0,0,0,23.16879537,"{'x': -78.06378636994498, 'y': 35.427806039816915, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1015,1015,8074,US-70_Wayne_NC_Exit_7,-78.04962765,35.41885759,Wayne,NC,U.S. Highway 70,Exit/Intersection,17000,336.9232044,5,0,0,0,23.61742251,"{'x': -78.04962764959629, 'y': 35.418857590305606, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1016,1016,8075,US-70_Wayne_NC_Exit_8,-78.03922999,35.41425761,Wayne,NC,U.S. Highway 70,Exit/Intersection,17000,336.9232044,4,0,0,0,23.83415576,"{'x': -78.03922999027179, 'y': 35.41425761020059, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1017,1017,8076,US-70_Wayne_NC_Exit_9,-78.02287478,35.40359489,Wayne,NC,U.S. Highway 70,Exit/Intersection,20000,336.9232044,6,0,0,0,24.44304874,"{'x': -78.02287478014694, 'y': 35.403594890092165, 'spatialReference': {'wkid': 4326}}",0.2% Annual Chance Flood Hazard
1018,1018,8077,US-70_Wayne_NC_Exit_10,-77.91771377,35.34667506,Wayne,NC,U.S. Highway 70,Exit/Intersection,13000,192.1377292,9,0,0,0,28.40567775,"{'x': -77.91771376987452, 'y': 35.34667506030581, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1019,1019,8078,US-70_Wayne_NC_Exit_11,-77.89799307,35.33927103,Wayne,NC,U.S. Highway 70,Exit/Intersection,11000,192.1377292,0,0,0,0,29.05851514,"{'x': -77.89799307002414, 'y': 35.33927103003407, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1020,1020,8079,US-70_Wayne_NC_Exit_12,-77.85129997,35.31754317,Wayne,NC,U.S. Highway 70,Exit/Intersection,13000,192.1377292,2,0,0,0,31.02521241,"{'x': -77.85129996991765, 'y': 35.31754317018124, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1021,1021,8080,US-70_Wayne_NC_Exit_13,-77.82959801,35.30824818,Wayne,NC,U.S. Highway 70,Exit/Intersection,13000,192.1377292,0,0,0,0,31.94225331,"{'x': -77.82959800964039, 'y': 35.30824818040924, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1022,1022,8081,US-70_Lenoir_NC_Exit_1,-77.78684884,35.28863379,Lenoir,NC,U.S. Highway 70,Exit/Intersection,20000,124.2150777,1,0,0,0,33.92653608,"{'x': -77.78684883960221, 'y': 35.28863379031725, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1023,1023,8082,US-70_Lenoir_NC_Exit_2,-77.75696345,35.28594455,Lenoir,NC,U.S. Highway 70,Exit/Intersection,21000,124.2150777,5,0,0,0,34.66429786,"{'x': -77.75696344980332, 'y': 35.285944550300826, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1024,1024,8083,US-70_Lenoir_NC_Exit_3,-77.72378145,35.26400963,Lenoir,NC,U.S. Highway 70,Exit/Intersection,23000,192.040604,3,0,0,0,36.76259539,"{'x': -77.72378145025368, 'y': 35.264009629640725, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1025,1025,8084,US-70_Lenoir_NC_Exit_4,-77.71293814,35.26023721,Lenoir,NC,U.S. Highway 70,Exit/Intersection,23000,192.040604,1,0,0,0,37.19898032,"{'x': -77.71293813998312, 'y': 35.260237210179184, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1026,1026,8085,US-70_Lenoir_NC_Exit_5,-77.6636453,35.26071055,Lenoir,NC,U.S. Highway 70,Exit/Intersection,23000,192.040604,5,0,0,0,38.31964598,"{'x': -77.66364530039027, 'y': 35.26071055035169, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
1027,1027,8086,US-70_Lenoir_NC_Exit_6,-77.642066,35.26311635,Lenoir,NC,U.S. Highway 70,Exit/Intersection,32000,192.040604,14,0,0,0,38.82660181,"{'x': -77.64206600044554, 'y': 35.26311635013951, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1028,1028,8087,US-70_Lenoir_NC_Exit_7,-77.62882212,35.26514208,Lenoir,NC,U.S. Highway 70,Exit/Intersection,30000,192.040604,8,0,0,0,39.07209326,"{'x': -77.62882211994486, 'y': 35.26514208024287, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1029,1029,8088,US-70_Lenoir_NC_Exit_8,-77.601712,35.25424063,Lenoir,NC,U.S. Highway 70,Exit/Intersection,20000,145.6274121,3,0,0,0,39.53811462,"{'x': -77.60171200020858, 'y': 35.25424062970137, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1030,1030,8089,US-70_Lenoir_NC_Exit_9,-77.58508984,35.24442501,Lenoir,NC,U.S. Highway 70,Exit/Intersection,27000,145.6274121,10,0,0,0,39.43675327,"{'x': -77.5850898398242, 'y': 35.244425009806434, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
1031,1031,8090,US-70_Lenoir_NC_Exit_10,-77.55393949,35.23400888,Lenoir,NC,U.S. Highway 70,Exit/Intersection,15000,46.22527838,1,0,0,0,39.7919345,"{'x': -77.55393948971562, 'y': 35.23400888020569, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
